"content_id","content_name","content_type","display_name","desc","url","domain","provider_id","comment","visible","creation_date","creator_id","privacy","author_name"
4182,py_star_patterns_es__682dc48e66a8e1b992c82a8a,pcex_set,Imprimir un Patron de Estrellas en Forma de Triangulo Rectangulo,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/682dc48e66a8e1b992c82a8a?_t=1750184382590&index=0&locale=es,py,pcex,,1,2025-06-10 08:51:32.000,i.alpizarchacon@uu.nl,public,Isaac Alpizar-Chacon
4184,py_vending_machine_es__682dc89766a8e1b992c82aaf,pcex_set,Maquina Expendedora Con Dolares y Monedas de Veinticinco,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/682dc89766a8e1b992c82aaf?_t=1750184385233&index=0&locale=es,py,pcex,,1,2025-06-10 08:51:47.000,i.alpizarchacon@uu.nl,public,Isaac Alpizar-Chacon
4186,py_references_passing_values_llm_es__682dca7366a8e1b992c82adf,pcex_set,Pasar Valores,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/682dca7366a8e1b992c82adf?_t=1750184393212&index=0&locale=es,py,pcex,,1,2025-06-10 08:52:29.000,i.alpizarchacon@uu.nl,public,Isaac Alpizar-Chacon
4188,py_list_rotate_llm_es__682dcaab66a8e1b992c82af3,pcex_set,Desplazando los Valores de la Lista a la Izquierda Una Posicion,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/682dcaab66a8e1b992c82af3?_t=1750184398685&index=0&locale=es,py,pcex,,1,2025-06-10 08:53:01.000,i.alpizarchacon@uu.nl,public,Isaac Alpizar-Chacon
4192,py_char_dict_llm_es__682dcacc66a8e1b992c82b04,pcex_set,Creando un Diccionario de Pares Caracteres-Frecuencia,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/682dcacc66a8e1b992c82b04?_t=1750184403978&index=0&locale=es,py,pcex,,1,2025-06-10 08:53:22.000,i.alpizarchacon@uu.nl,public,Isaac Alpizar-Chacon
4194,py_check_product_code_es__682dcce666a8e1b992c82b33,pcex_set,Contando el Numero de Codigos de Producto Validos y Prohibidos (Caso 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/682dcce666a8e1b992c82b33?_t=1750184417221&index=0&locale=es,py,pcex,,1,2025-06-10 08:54:03.000,i.alpizarchacon@uu.nl,public,Isaac Alpizar-Chacon
4196,Hello World!__64b8254b8e6e24cfe20cc8f9-64b763c860d31a67899d9b9a-1,pcex_set,Hello World!,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/64b8254b8e6e24cfe20cc8f9?_t=1749570421970&index=1&locale=es,java,pcex,,0,2025-06-10 11:47:01.000,moh70@pitt.edu,private,Mohammad Hassany
4197,py_phone_age_es__682dca1966a8e1b992c82ad0,pcex_set,Determinando Cuando Comprar un Nuevo Telefono (Caso 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/682dca1966a8e1b992c82ad0?_t=1750184389188&index=0&locale=es,py,pcex,,1,2025-06-10 12:35:45.000,i.alpizarchacon@uu.nl,public,Isaac Alpizar-Chacon
4199,py_work_hours_es__682dcb6866a8e1b992c82b12,pcex_set,Informe de las Horas Totales Trabajadas por Cada Empleado (Caso 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/682dcb6866a8e1b992c82b12?_t=1750184407445&index=0&locale=es,py,pcex,,1,2025-06-10 13:28:09.000,i.alpizarchacon@uu.nl,public,Isaac Alpizar-Chacon
4201,objects_classes_loan_es__682dcc1c66a8e1b992c82b1f,pcex_set,La Clase para Representar un Prestamo (Caso 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/682dcc1c66a8e1b992c82b1f?_t=1750184411787&index=0&locale=es,py,pcex,,1,2025-06-10 17:25:38.000,i.alpizarchacon@uu.nl,public,Isaac Alpizar-Chacon
4203,py_bmi_calculator_llm_es__684855dadf5ea13f28e43796,pcex_set,Calculo del Indice de Masa Corporal (IMC),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/684855dadf5ea13f28e43796?_t=1750131410601&index=0&locale=es,py,pcex,,1,2025-06-10 18:16:57.000,jab464@pitt.edu,public,Jordan Ariel Barria Pineda
4205,py_str_count_llm_es__6848670adf5ea13f28e43855,pcex_set,Contando las Ocurrencias de un String en Otro (Caso 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/6848670adf5ea13f28e43855?_t=1749593850636&index=0&locale=es,py,pcex,,1,2025-06-10 18:17:17.000,jab464@pitt.edu,public,Jordan Ariel Barria Pineda
4207,py_file_input_stat_es__6848b40edf5ea13f28e43a71,pcex_set,Informe de Informacion del Archivo (Caso 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/6848b40edf5ea13f28e43a71?_t=1750131418247&index=0&locale=es,py,pcex,,1,2025-06-11 13:58:04.000,jab464@pitt.edu,public,Jordan Ariel Barria Pineda
4209,py_student_score_es__6849c51bdf5ea13f28e43e9c,pcex_set,Creando un Diccionario de Pares Estudiante-Puntajes (Caso 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/6849c51bdf5ea13f28e43e9c?_t=1749763088533&index=0&locale=es,py,pcex,,1,2025-06-12 17:14:59.000,jab464@pitt.edu,public,Jordan Ariel Barria Pineda
4211,py_check_age_es__684a48b993e8925157112eb7,pcex_set,Determinando Si Uno Es Adolescente (Caso 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/684a48b993e8925157112eb7?_t=1750131406529&index=0&locale=es,py,pcex,,1,2025-06-12 17:18:05.000,jab464@pitt.edu,public,Jordan Ariel Barria Pineda
4213,py_print_medals_es__684c3d3ca0cac29134435d81,pcex_set,Imprimir Tabla de Conteo de Medallas con Totales por Fila,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/684c3d3ca0cac29134435d81?_t=1750198426771&index=0&locale=es,py,pcex,,1,2025-06-13 13:34:46.000,jab464@pitt.edu,public,Jordan Ariel Barria Pineda
4215,py_concat_char_two_str_llm_es__684c61c3a0cac29134435e3c,pcex_set,Concatenando Caracteres de Dos Strings (Caso 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/684c61c3a0cac29134435e3c?_t=1749844183272&index=0&locale=es,py,pcex,,1,2025-06-13 13:40:59.000,jab464@pitt.edu,public,Jordan Ariel Barria Pineda
4217,py_temperature_es__684dd9f8a0cac2913443642b,pcex_set,Mostrando los Dias que Estan por Sobre el Promedio de Temperatura,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/684dd9f8a0cac2913443642b?_t=1750198422693&index=0&locale=es,py,pcex,,1,2025-06-16 15:19:36.000,jab464@pitt.edu,public,Jordan Ariel Barria Pineda
4219,py_classes_inheritance_es__685068eaa0cac29134436ebc,pcex_set,Herencia de Persona y Empleado,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/685068eaa0cac29134436ebc?_t=1750184419936&index=0&locale=es,py,pcex,,1,2025-06-16 16:12:02.000,i.alpizarchacon@uu.nl,public,Isaac Alpizar-Chacon
4264,Reporting the Total Hours Each Employee Worked (Case 1)__68bdb309f6cc3d7a9cc0986b-68bdb309f6cc3d7a9cc09866-0,pcex_set,Reporting the Total Hours Each Employee Worked (Case 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc0986b?_t=1757542343776&index=0,java,pcex,,1,2025-09-10 17:52:36.000,moh70@pitt.edu,public,Mohammad Hassany
4266,Printing A Sequence of Repeated Numbers (Case 1) __68bdb309f6cc3d7a9cc09863-68bdb309f6cc3d7a9cc0985e-0,pcex_set,Printing A Sequence of Repeated Numbers (Case 1) ,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc09863?_t=1757542463301&index=0,java,pcex,,1,2025-09-10 17:57:55.000,moh70@pitt.edu,public,Mohammad Hassany
4268,Finding the Maximum Value in an Array__68bdb309f6cc3d7a9cc0985b-68bdb309f6cc3d7a9cc09856-0,pcex_set,Finding the Maximum Value in an Array,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc0985b?_t=1757542507311&index=0,java,pcex,,1,2025-09-10 18:01:08.000,moh70@pitt.edu,public,Mohammad Hassany
4270,Seconds to Minutes Conversion__68bdb309f6cc3d7a9cc09853-68bdb309f6cc3d7a9cc0984e-0,pcex_set,Seconds to Minutes Conversion,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc09853?_t=1757995090636&index=0,java,pcex,,1,2025-09-10 18:16:06.000,moh70@pitt.edu,public,Mohammad Hassany
4272,Printing Consecutive Numbers Within a Specified Range (Case 1) __68bdb309f6cc3d7a9cc0984b-68bdb309f6cc3d7a9cc09846-0,pcex_set,Printing Consecutive Numbers Within a Specified Range (Case 1) ,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc0984b?_t=1757542625407&index=0,java,pcex,,1,2025-09-10 18:17:05.000,moh70@pitt.edu,public,Mohammad Hassany
4274,Determining the Maximum Rating for Each Soda in The Survey__68bdb309f6cc3d7a9cc09843-68bdb309f6cc3d7a9cc0983b-0,pcex_set,Determining the Maximum Rating for Each Soda in The Survey,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc09843?_t=1757542652924&index=0,java,pcex,,1,2025-09-10 18:17:32.000,moh70@pitt.edu,public,Mohammad Hassany
4277,Determining the Weather Condition (Case 1)__68bdb309f6cc3d7a9cc09838-68bdb309f6cc3d7a9cc0982d-0,pcex_set,Determining the Weather Condition (Case 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc09838?_t=1757542682513&index=0,java,pcex,,1,2025-09-10 18:18:02.000,moh70@pitt.edu,public,Mohammad Hassany
4281,String With Escape Characters (Case 1)__68bdb309f6cc3d7a9cc0982a-68bdb309f6cc3d7a9cc09822-0,pcex_set,String With Escape Characters (Case 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc0982a?_t=1757542686507&index=0,java,pcex,,1,2025-09-10 18:18:06.000,moh70@pitt.edu,public,Mohammad Hassany
4284,Receiving Input Integers Until a Certain Condition is Met (Case 1)__68bdb309f6cc3d7a9cc0981f-68bdb309f6cc3d7a9cc09814-0,pcex_set,Receiving Input Integers Until a Certain Condition is Met (Case 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc0981f?_t=1757542762742&index=0,java,pcex,,1,2025-09-10 18:19:22.000,moh70@pitt.edu,public,Mohammad Hassany
4288,Determining the Sign of an Integer__68bdb309f6cc3d7a9cc09811-68bdb309f6cc3d7a9cc0980c-0,pcex_set,Determining the Sign of an Integer,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc09811?_t=1757542767623&index=0,java,pcex,,1,2025-09-10 18:19:27.000,moh70@pitt.edu,public,Mohammad Hassany
4290,Updating Two-Dimensional Array (Case 1)__68bdb309f6cc3d7a9cc09809-68bdb309f6cc3d7a9cc09801-0,pcex_set,Updating Two-Dimensional Array (Case 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc09809?_t=1757542774322&index=0,java,pcex,,1,2025-09-10 18:19:34.000,moh70@pitt.edu,public,Mohammad Hassany
4293,Calculating Body Mass Index (BMI)__68bdb309f6cc3d7a9cc097fe-68bdb309f6cc3d7a9cc097f9-0,pcex_set,Calculating Body Mass Index (BMI),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc097fe?_t=1757542822911&index=0,java,pcex,,1,2025-09-10 18:20:22.000,moh70@pitt.edu,public,Mohammad Hassany
4295,Rotating the Array Values to the Left by One Position__68bdb309f6cc3d7a9cc097f6-68bdb309f6cc3d7a9cc097eb-0,pcex_set,Rotating the Array Values to the Left by One Position,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc097f6?_t=1757542828841&index=0,java,pcex,,1,2025-09-10 18:20:28.000,moh70@pitt.edu,public,Mohammad Hassany
4299,Finding Adjacent Duplicates in a Sequence of Numbers__68bdb309f6cc3d7a9cc097e8-68bdb309f6cc3d7a9cc097e0-0,pcex_set,Finding Adjacent Duplicates in a Sequence of Numbers,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc097e8?_t=1757542838428&index=0,java,pcex,,1,2025-09-10 18:20:38.000,moh70@pitt.edu,public,Mohammad Hassany
4302,Printing Digits of an Integer from Right to Left__68bdb309f6cc3d7a9cc097dd-68bdb309f6cc3d7a9cc097d5-0,pcex_set,Printing Digits of an Integer from Right to Left,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc097dd?_t=1757542896256&index=0,java,pcex,,1,2025-09-10 18:21:36.000,moh70@pitt.edu,public,Mohammad Hassany
4305,Determining When a Student Fails a Course (Case 1)__68bdb309f6cc3d7a9cc097d2-68bdb309f6cc3d7a9cc097ca-0,pcex_set,Determining When a Student Fails a Course (Case 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc097d2?_t=1757542928667&index=0,java,pcex,,1,2025-09-10 18:22:08.000,moh70@pitt.edu,public,Mohammad Hassany
4308,Calculating the Average of Input Integers__68bdb309f6cc3d7a9cc097c7-68bdb309f6cc3d7a9cc097bf-0,pcex_set,Calculating the Average of Input Integers,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc097c7?_t=1757543451055&index=0,java,pcex,,1,2025-09-10 18:22:42.000,moh70@pitt.edu,public,Mohammad Hassany
4311,Reporting File Information (Case 1) __68bdb309f6cc3d7a9cc097bc-68bdb309f6cc3d7a9cc097b7-0,pcex_set,Reporting File Information (Case 1) ,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc097bc?_t=1757543543425&index=0,java,pcex,,1,2025-09-10 18:23:49.000,moh70@pitt.edu,public,Mohammad Hassany
4313,Finding the Number of Days Above the Average Temperature__68bdb309f6cc3d7a9cc097b4-68bdb309f6cc3d7a9cc097af-0,pcex_set,Finding the Number of Days Above the Average Temperature,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc097b4?_t=1757543829917&index=0,java,pcex,,1,2025-09-10 18:29:52.000,moh70@pitt.edu,public,Mohammad Hassany
4315,Animal Class Hierarchy (Case 1) __68bdb309f6cc3d7a9cc097ac-68bdb309f6cc3d7a9cc097a7-0,pcex_set,Animal Class Hierarchy (Case 1) ,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc097ac?_t=1757556848204&index=0,java,pcex,,1,2025-09-10 22:14:08.000,moh70@pitt.edu,public,Mohammad Hassany
4317,Point Class Hierarchy (Case 1) __68bdb309f6cc3d7a9cc097a4-68bdb309f6cc3d7a9cc0979f-0,pcex_set,Point Class Hierarchy (Case 1) ,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc097a4?_t=1757556881349&index=0,java,pcex,,1,2025-09-10 22:14:41.000,moh70@pitt.edu,public,Mohammad Hassany
4319,Printing A Right Triangle Star Pattern__68bdb309f6cc3d7a9cc0979c-68bdb309f6cc3d7a9cc09797-0,pcex_set,Printing A Right Triangle Star Pattern,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc0979c?_t=1757556939295&index=0,java,pcex,,1,2025-09-10 22:15:39.000,moh70@pitt.edu,public,Mohammad Hassany
4321,Determining Whether One is a Teenager (Case 1) __68bdb309f6cc3d7a9cc09794-68bdb309f6cc3d7a9cc0978f-0,pcex_set,Determining Whether One is a Teenager (Case 1) ,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc09794?_t=1757556960162&index=0,java,pcex,,1,2025-09-10 22:16:00.000,moh70@pitt.edu,public,Mohammad Hassany
4323,Counting the Number of Valid and Banned Product Codes (Case 1) __68bdb309f6cc3d7a9cc0978c-68bdb309f6cc3d7a9cc09787-0,pcex_set,Counting the Number of Valid and Banned Product Codes (Case 1) ,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc0978c?_t=1757556987730&index=0,java,pcex,,1,2025-09-10 22:16:27.000,moh70@pitt.edu,public,Mohammad Hassany
4325,Calculating the Employees Wage Based on the Hours That the Employee Has Worked and an Hourly Pay Rate__68bdb309f6cc3d7a9cc09784-68bdb309f6cc3d7a9cc0977f-0,pcex_set,Calculating the Employees Wage Based on the Hours That the Employee Has Worked and an Hourly Pay Rate,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc09784?_t=1758485059927&index=0,java,pcex,,1,2025-09-10 22:16:52.000,moh70@pitt.edu,public,Mohammad Hassany
4327,Printing the Squares of Numbers Within a Specified Range (Case 1) __68bdb309f6cc3d7a9cc0977c-68bdb309f6cc3d7a9cc09774-0,pcex_set,Printing the Squares of Numbers Within a Specified Range (Case 1) ,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc0977c?_t=1757557067728&index=0,java,pcex,,1,2025-09-10 22:17:47.000,moh70@pitt.edu,public,Mohammad Hassany
4330,The Class for Representing a Point in the Euclidean Plane (Case 1)__68bdb309f6cc3d7a9cc09771-68bdb309f6cc3d7a9cc0976c-0,pcex_set,The Class for Representing a Point in the Euclidean Plane (Case 1),Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc09771?_t=1757557074510&index=0,java,pcex,,1,2025-09-10 22:17:54.000,moh70@pitt.edu,public,Mohammad Hassany
4332,Determining the Letter Grade Of a Student__68bdb309f6cc3d7a9cc09769-68bdb309f6cc3d7a9cc09764-0,pcex_set,Determining the Letter Grade Of a Student,Program Construction Examples,http://pawscomp2.sis.pitt.edu/pcex-authoring/preview/index.html?load=http://pawscomp2.sis.pitt.edu/pcex-authoring/api/hub/68bdb309f6cc3d7a9cc09769?_t=1758487278778&index=0,java,pcex,,1,2025-09-10 22:18:18.000,moh70@pitt.edu,public,Mohammad Hassany
